0.81677	0.14052	0.04271
0.84141	0.09866	0.05994
0.7694	0.17711	0.05349
0.79372	0.13579	0.07049
0.81808	0.09447	0.08745
0.69709	0.25611	0.0468
0.7217	0.21425	0.06405
0.74607	0.17292	0.08101
0.77039	0.1316	0.09801
0.79476	0.09028	0.11497
0.64969	0.2927	0.05761
0.67405	0.25138	0.07457
0.69838	0.21006	0.09157
0.72274	0.16873	0.10853
0.74707	0.12741	0.12553
0.77143	0.08609	0.14249
0.60204	0.32984	0.06812
0.62636	0.28851	0.08513
0.65073	0.24719	0.10208
0.67505	0.20587	0.11908
0.69941	0.16454	0.13604
0.72403	0.12268	0.15329
0.7484	0.08136	0.17025
0.53002	0.4083	0.06168
0.55435	0.36697	0.07868
0.57871	0.32565	0.09564
0.60303	0.28432	0.11264
0.6274	0.243	0.1296
0.65202	0.20114	0.14685
0.67634	0.15981	0.16385
0.7007	0.11849	0.18081
0.4823	0.44548	0.07222
0.50669	0.40411	0.0892
0.53102	0.36278	0.1062
0.55534	0.32146	0.1232
0.58	0.2796	0.1404
0.60432	0.23827	0.15741
0.62869	0.19695	0.17436
0.65301	0.15562	0.19137
0.67738	0.1143	0.20832
0.41028	0.52394	0.06577
0.43464	0.48256	0.0828
0.45906	0.44113	0.09981
0.48333	0.39991	0.11676
0.50798	0.35805	0.13396
0.53231	0.31673	0.15096
0.55667	0.27541	0.16792
0.581	0.23408	0.18492
0.60536	0.19276	0.20188
0.62969	0.15143	0.21888
0.65405	0.11011	0.23584
0.36262	0.56102	0.07636
0.38705	0.51959	0.09336
0.4114	0.47821	0.11039
0.43582	0.43678	0.1274
0.46029	0.39519	0.14452
0.48466	0.35386	0.16148
0.50898	0.31254	0.17848
0.53335	0.27122	0.19544
0.55767	0.22989	0.21244
0.58203	0.18857	0.2294
0.60665	0.1467	0.24665
0.63102	0.10538	0.2636
0.29061	0.63948	0.06991
0.31503	0.59805	0.08692
0.33938	0.55667	0.10395
0.36381	0.51524	0.12095
0.38816	0.47386	0.13798
0.41258	0.43243	0.15499
0.43697	0.391	0.17204
0.46133	0.34967	0.189
0.48565	0.30835	0.206
0.51002	0.26703	0.22296
0.53464	0.22516	0.2402
0.559	0.18384	0.25716
0.58332	0.14251	0.27416
0.60769	0.10119	0.29112
0.24301	0.67651	0.08048
0.26737	0.63513	0.0975
0.29179	0.5937	0.11451
0.31614	0.55232	0.13154
0.34057	0.51089	0.14854
0.36492	0.46951	0.16557
0.38934	0.42808	0.18258
0.41364	0.38681	0.19956
0.438	0.34548	0.21651
0.46262	0.30362	0.23376
0.48699	0.2623	0.25072
0.51131	0.22097	0.26772
0.53567	0.17965	0.28468
0.56	0.13832	0.30168
0.58436	0.097	0.31864
0.17097	0.75502	0.07401
0.19535	0.71359	0.09106
0.21978	0.67216	0.10807
0.24413	0.63078	0.1251
0.26855	0.58935	0.1421
0.29291	0.54797	0.15913
0.31733	0.50654	0.17614
0.34168	0.46516	0.19316
0.3661	0.42373	0.21017
0.39061	0.38208	0.22732
0.41497	0.34075	0.24428
0.43929	0.29943	0.26128
0.46366	0.25811	0.27824
0.48798	0.21678	0.29524
0.51231	0.17545	0.31224
0.53667	0.13413	0.3292
0.56129	0.09227	0.34645
0.12334	0.79204	0.08462
0.14773	0.75067	0.1016
0.17211	0.70923	0.11865
0.19651	0.66786	0.13563
0.22089	0.62642	0.15269
0.24531	0.58499	0.16969
0.26967	0.54361	0.18672
0.29409	0.50218	0.20373
0.31844	0.4608	0.22075
0.34283	0.41937	0.2378
0.36728	0.37789	0.25484
0.3916	0.33656	0.27184
0.41597	0.29524	0.2888
0.44029	0.25391	0.3058
0.46465	0.21259	0.32276
0.48927	0.17072	0.34
0.51364	0.1294	0.35696
0.05132	0.8705	0.07818
0.07571	0.82913	0.09516
0.1001	0.78769	0.11221
0.12449	0.74632	0.12919
0.14887	0.70488	0.14624
0.17327	0.66351	0.16323
0.19765	0.62207	0.18028
0.22203	0.58064	0.19733
0.24643	0.53926	0.21431
0.27081	0.49783	0.23136
0.2952	0.45645	0.24834
0.31959	0.41502	0.2654
0.34395	0.3737	0.28235
0.36827	0.33237	0.29936
0.39264	0.29105	0.31631
0.41726	0.24918	0.33356
0.44162	0.20786	0.35052
0.46595	0.16653	0.36752
0.49031	0.12521	0.38448
0.00354	0.90757	0.08889
0.02824	0.86617	0.10559
0.05248	0.82478	0.12275
0.07686	0.78334	0.1398
0.10121	0.74196	0.15683
0.12563	0.70053	0.17383
0.14999	0.65915	0.19086
0.17441	0.61772	0.20787
0.19879	0.57629	0.22492
0.22319	0.53491	0.2419
0.24757	0.49348	0.25895
0.27196	0.4521	0.27593
0.29635	0.41067	0.29299
0.32062	0.36951	0.30987
0.34524	0.32764	0.32712
0.36961	0.28632	0.34408
0.39393	0.24499	0.36108
0.41829	0.20367	0.37804
0.44262	0.16234	0.39504
0.46698	0.12102	0.412
0.02924	0.82042	0.15034
0.05354	0.77898	0.16748
0.07781	0.73759	0.1846
0.10252	0.69619	0.20129
0.12679	0.6548	0.21841
0.15109	0.61336	0.23555
0.17539	0.57192	0.25269
0.20007	0.53057	0.26936
0.22437	0.48913	0.2865
0.24864	0.44774	0.30362
0.27295	0.4063	0.32076
0.29771	0.36479	0.3375
0.32195	0.32346	0.35459
0.3462	0.28212	0.37168
0.3706	0.2408	0.38859
0.39497	0.19948	0.40555
0.41958	0.15762	0.4228
0.44395	0.11629	0.43976
0.03026	0.77462	0.19512
0.05494	0.73328	0.21179
0.07924	0.69184	0.22893
0.10351	0.65045	0.24604
0.12781	0.609	0.26318
0.15252	0.56761	0.27988
0.17679	0.52622	0.29699
0.20109	0.48477	0.31413
0.22536	0.44338	0.33125
0.25007	0.40199	0.34794
0.27434	0.3606	0.36506
0.29859	0.31926	0.38215
0.32283	0.27793	0.39924
0.34777	0.2361	0.41613
0.37201	0.19476	0.43323
0.39626	0.15343	0.45032
0.4205	0.11209	0.46741
0.03166	0.72892	0.23942
0.05596	0.68748	0.25656
0.08023	0.64609	0.27368
0.10453	0.60465	0.29082
0.12924	0.56325	0.30751
0.15351	0.52186	0.32463
0.17781	0.48042	0.34177
0.20209	0.43903	0.35889
